State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Physical_Therapy,Occupational_Therapy,Speech_Pathology,Medical_Social,Home_Health_Aide,Date Certified,star_rating,timely_care,drug_use_training,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,improved_breathing,hosp_admission_rate,unplanned_er_care,readmitted_cases
AL,17172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",1910 CHEROKEE AVENUE SW,CULLMAN,35055,2568414443,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/30/2011,3,94.9,98.7,79,62,18.4,12.9,Same As Expected
AL,17174,ULTRA CARE OF ETOWAH COUNTY,"100 MEDICAL CENTER DRIVE, SUITE 306",GADSDEN,35903,2564594971,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/7/2013,2.5,96.5,86.5,60.3,60.2,14.8,6.6,Same As Expected
AL,17175,BROOKWOOD HOME HEALTH LLC,525 BROOKWOOD BLVD,HOMEWOOD,35209,2058771754,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/24/2013,3.5,91.4,96.7,81.5,76.8,13.2,12.3,Same As Expected
AL,17176,ACE HOME HEALTH CARE,"7017 WALL TRIANA HIGHWAY, SUITE C",MADISON,35757,2563468223,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/12/2013,2.5,88.9,95,68.7,49.8,18.4,13.3,Same As Expected
AL,17177,"SHOALS HOME SERVICES, LLC",1114 BRADSHAW DRIVE,FLORENCE,35630,2562469972,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/15/2013,3.5,94,92.1,84.7,74.9,18.1,14.1,Same As Expected
AL,17178,"PROHEALTH OF NORTHEAST ALABAMA, LLC","1496 CHESTNUT BYP, UNIT D",CENTRE,35960,2053833538,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/18/2015,3,90.2,92.2,66.2,76,14.5,6.2,Not Available
AL,17179,"PROHEALTH OF NORTH CENTRAL ALABAMA, LLC",923 2ND E AVENUE,ONEONTA,35121,2052740020,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/4/2015,2,90.2,89,73.3,48,17.8,8.7,Not Available
AL,17180,"PROHEALTH-GULF COAST, LLC",105B LOTTIE LANE,FAIRHOPE,36532,8663300609,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/23/2015,4,90.1,96.2,60.6,88.7,15.2,16.4,Not Available
AL,17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,35406,2057520606,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/17/1976,3.5,95.5,98.7,79.4,73.7,16.8,8.9,Worse Than Expected
AL,17305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,36205,2568202503,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/20/1979,4,97.1,99,80.7,78.4,18.4,12.6,Worse Than Expected
AL,17307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE D",PHENIX CITY,36867,3342976900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/1982,4,95.8,99.8,83.4,78.7,14.3,15.2,Same As Expected
AL,17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,36109,3342720313,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/1/1994,3.5,92.8,99.5,66.8,77.3,19.5,11.8,Same As Expected
AL,17320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,36701,3348752550,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/31/1991,4.5,96.9,99.6,72.7,87.5,18.4,14.6,Same As Expected
AL,17323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,36461,2517437328,Government - Local,TRUE,TRUE,FALSE,FALSE,TRUE,3/6/1995,2,93.1,99,60.4,60,16.8,21.5,Same As Expected
AL,17324,ALACARE HOME HEALTH AND HOSPICE,824 HIGHWAY 231 SOUTH,TROY,36081,3345669238,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/13/2002,4,91.5,99.3,81.8,83.5,17.5,13.6,Worse Than Expected
AL,17326,ALACARE HOME HEALTH & HOSPICE,"1690 BELTLINE ROAD, STE B",DECATUR,35601,2563555746,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/12/2001,4.5,95.2,99.7,87.4,85.3,20.3,11.4,Worse Than Expected
AL,17327,AMEDISYS HOME HEALTH OF WALKER,100 HIGHWAY 78 WEST,JASPER,35501,2052952434,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/3/2005,4,93.6,97.1,93.2,78.9,18.7,11,Worse Than Expected
AL,17328,AMEDISYS HOME HEALTH OF BREWTON,2554 DOUGLAS AVENUE,BREWTON,36426,2518091717,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,1/18/2006,5,96.7,99.5,91.1,99,17.9,18.1,Same As Expected
AL,17850,MONROE COUNTY HOME CARE,416 AGRICULTURE DRIVE,MONROEVILLE,36460,2515752980,Government - State/ County,TRUE,FALSE,FALSE,FALSE,TRUE,8/14/1969,3,97,100,58.1,74.5,23.8,6.3,Same As Expected
AL,17801,AUTAUGA COUNTY HOME CARE,219 NORTH COURT STREET,PRATTVILLE,36067,3343613753,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3,95,99.7,62.6,58.7,,,Not Available
AL,17803,BARBOUR COUNTY HOME CARE,39 BROWDER STREET,CLAYTON,36016,3347759044,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3.5,96.8,98.1,63.7,77.2,23.9,25.6,Worse Than Expected
AL,17816,COFFEE COUNTY HOME CARE,2841 NEAL METCALF ROAD,ENTERPRISE,36330,3343479576,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3,97,99.5,77.4,51.1,9,10.9,Same As Expected
AL,17817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,1000 SOUTH JACKSON HIGHWAY,SHEFFIELD,35660,2563831234,Government - State/ County,TRUE,TRUE,FALSE,TRUE,TRUE,7/1/1966,4,97.5,97.5,55,71.7,26.7,7.1,Same As Expected
AL,17818,CONECUH COUNTY HOME CARE,102 WILD AVENUE,EVERGREEN,36401,2515785265,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3.5,95.1,100,68,80.6,17.3,18.3,Better Than Expected
AL,17824,DALLAS COUNTY HOME CARE,100 SAMUEL O. MOSLEY DR,SELMA,36701,3348722323,Government - State/ County,FALSE,FALSE,FALSE,TRUE,TRUE,3/6/1969,2.5,86.3,99.1,63.3,70.4,,,Same As Expected
AL,17825,DEKALB COUNTY HOME CARE,2401 CALVIN DRIVE SOUTHWEST,FORT PAYNE,35967,2568458680,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,3.5,90.3,90.7,48.2,76,13.5,2.4,Same As Expected
AL,17828,ETOWAH COUNTY HOME CARE,709 EAST BROAD STREET,GADSDEN,35903,2565475012,Government - State/ County,TRUE,TRUE,FALSE,TRUE,TRUE,7/1/1966,4,91.4,99.3,67.8,83.3,21.5,10,Same As Expected
AL,17831,GENEVA COUNTY HOME CARE,300 COUNTY ROAD 41,HARTFORD,36344,3346842259,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,4.5,99.2,100,71.1,86.7,20.3,21.8,Same As Expected
AL,17835,HOUSTON COUNTY HOME CARE,1781 E COTTONWOOD ROAD,DOTHAN,36302,3346782805,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3.5,96.2,99.4,80.1,73,20.1,8.9,Same As Expected
AL,17836,JACKSON COUNTY HOME CARE,204 LIBERTY LANE,SCOTTSBORO,35769,2562593694,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3,96.4,99.1,60,52.8,0,3.6,Same As Expected
AL,17847,MARION COUNTY HOME CARE,"2448 MILITARY STREET, SOUTH",HAMILTON,35570,2059212859,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/1966,4.5,99.5,99.5,88.2,76,11.5,10.8,Same As Expected
AL,17848,MARSHALL COUNTY HOME CARE,150 JUDY SMITH DRIVE,GUNTERSVILLE,35976,2565828425,Government - State/ County,TRUE,TRUE,FALSE,TRUE,TRUE,3/26/1969,4.5,97.8,100,80,85.1,21,12.1,Same As Expected
AL,17856,RANDOLPH COUNTY HOME CARE,320 MAIN STREET,ROANOKE,36274,3348638983,Government - State/ County,TRUE,TRUE,FALSE,TRUE,TRUE,7/1/1966,4.5,97.7,100,63.2,72.4,6.7,14.8,Same As Expected
AL,17861,TALLADEGA COUNTY HOME CARE AGENCY,311 NORTH ELM AVENUE,SYLACAUGA,35150,2562494893,Non - Profit Other,FALSE,FALSE,FALSE,FALSE,TRUE,7/1/1966,4,89.2,100,58.2,84.6,21.7,13.3,Same As Expected
AL,17863,TUSCALOOSA COUNTY HOME CARE,2350 HARGROVE ROAD EAST,TUSCALOOSA,35405,2055544520,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,7/1/1966,3.5,82.2,100,35.8,69.7,7.4,8.3,Same As Expected
AL,17865,WASHINGTON COUNTY HOME CARE,14900 SAINT STEPHENS AVENUE,CHATOM,36518,2518472257,Government - State/ County,FALSE,FALSE,FALSE,TRUE,TRUE,1/10/1969,3.5,91.6,98.9,42.9,75,16.9,7.7,Same As Expected
AL,17867,WINSTON COUNTY HOME CARE,110 LEGION ROAD,DOUBLE SPRINGS,35553,2054863159,Government - State/ County,TRUE,FALSE,TRUE,TRUE,TRUE,7/1/1966,4,95.9,97.9,68.4,87.9,22.2,11.1,Same As Expected
AL,17872,LAMAR COUNTY HOME CARE,300 SPRINGFIELD ROAD,VERNON,35592,2056956916,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,5/2/1985,4,97,100,53.5,71,12.3,16.1,Same As Expected
AL,17873,MORGAN COUNTY HOME CARE AGENCY,3821 US HIGHWAY 31,DECATUR,35603,2563062400,Government - State/ County,TRUE,TRUE,FALSE,TRUE,TRUE,2/25/1987,4,95.5,99.2,74.2,73.6,11.2,16.8,Same As Expected
AL,17874,LIMESTONE COUNTY HOME CARE,20371 CLYDE MABRY DRIVE,ATHENS,35611,2562300434,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,4/6/1988,3.5,96.9,100,61.7,63,17.4,12.6,Same As Expected
AL,17875,CULLMAN COUNTY HOME CARE,601 LOGAN AVENUE SW,CULLMAN,35055,2567340258,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,10/1/1970,4,92.4,100,83.3,76.4,,,Same As Expected
AL,17876,LAWRENCE COUNTY HOME CARE,"13299 ALABAMA HIGHWAY 157, P O BOX 308",MOULTON,35650,2569747076,Government - State/ County,TRUE,FALSE,FALSE,TRUE,TRUE,4/5/1988,3,99.2,100,54.4,43.5,23.1,10,Same As Expected
AK,27001,PROVIDENCE IN HOME SERVICES,"4001 DALE STREET, SUITE 101",ANCHORAGE,99508,9075630130,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,5/17/1982,2,90.6,95.6,80.7,56.8,14.2,16,Better Than Expected
AK,27002,HOSPICE & HOME CARE OF JUNEAU,419 SIXTH STREET,JUNEAU,99801,9074633113,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,12/27/1982,2.5,47.4,90.3,83.1,66.8,6.8,11.4,Same As Expected
AK,27006,FAIRBANKS MEMORIAL HOSPITAL HHA,"1302 21ST AVENUE, FLOOR 2",FAIRBANKS,99701,9074585410,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,9/19/1985,2.5,83.7,99.3,80.5,66.2,11.6,14.7,Same As Expected
AK,27008,MAT-SU REGIONAL HOME CARE,"950 E BOGARD, STE 132",WASILLA,99654,9078616000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/22/1987,1.5,56.5,98.3,72.3,58.5,19.3,13.9,Same As Expected
AZ,37232,AMERICAN PREMIER HOME HEALTH CARE,"4745 NORTH 7TH STREET, SUITE 240",PHOENIX,85014,6022870003,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/29/2004,4.5,96.7,99.7,86.7,92.3,17.2,11.5,Same As Expected
AZ,37233,HORIZON HOME HEALTH OF PHOENIX,"7500 NORTH DREAMY DRAW DRIVE, SUITE 225",PHOENIX,85020,4808945113,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/15/2004,3,98.5,97.8,91.5,74.2,15.5,12,Same As Expected
AK,27010,SOUTH PENINSULA HOSPITAL HHA,4300 BARTLETT STREET,HOMER,99603,9072350369,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,2/20/1990,2.5,86.5,100,54.7,40.4,17.5,18.4,Same As Expected
AK,27014,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,212 CARLANNA LAKE ROAD SUITE 100,KETCHIKAN,99901,9072287600,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,3/4/1993,2,91.4,97.1,84.4,32.2,12,22.4,Same As Expected
AK,27020,"1ST CHOICE HOME HEALTH CARE, INC","43421 KALIFORNSKY BEACH ROAD, SUITE 4",SOLDOTNA,99669,9072605959,Non - Profit Private,TRUE,FALSE,FALSE,TRUE,FALSE,1/2/1996,2.5,79.3,99,67,67.3,18.2,18.4,Same As Expected
AK,27022,FRONTIER HOME HEALTH,"3909 ARCTIC BLVD, SUITE 102",ANCHORAGE,99503,9072721275,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/7/1996,3,86.7,93.6,83.8,71.8,13.3,17.6,Same As Expected
AK,27024,HOME BASED SERVICES,4160 TUDOR CENTRE DRIVE,ANCHORAGE,99508,9077292490,Non - Profit Other,TRUE,FALSE,FALSE,TRUE,TRUE,7/17/1996,2.5,81.6,97,85.6,81.3,,,Same As Expected
AK,27032,"MAXIM HEALTHCARE SERVICES, INC","711 H STREET, SUITE 100",ANCHORAGE,99501,9077700862,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/23/2006,3.5,99.2,100,92,67.9,16.8,16.3,Same As Expected
AK,27034,"ALASKAN HOME HEALTH, INC",9191 OLD SEWARD HIGHWAY SUITE 19A,ANCHORAGE,99515,9078308548,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,2/16/2016,3,92.6,98.3,79,67.3,19.7,15.5,Same As Expected
AZ,37015,BANNER HOME CARE,"275 EAST GERMANN ROAD, SUITE 110S",GILBERT,85297,4806571000,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,12/19/1977,3.5,91.4,99.9,79.8,70.1,13.1,15.6,Same As Expected
AZ,37016,INTERIM HEALTHCARE,"5055 EAST BROADWAY, SUITE D-104",TUCSON,85711,5207471800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/28/1979,3,89.3,99.4,83.8,66.2,12.4,7.7,Same As Expected
AZ,37234,TEAM SELECT HOME CARE,"2999 NORTH 44TH STREET, SUITE 100",PHOENIX,85018,6023828500,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/2004,5,98.7,99.6,92.2,80.9,15,14.6,Same As Expected
AZ,37235,"FIRSTAT HOME HEALTH SERVICES, LLC","7330 NORTH 16TH STREET, SUITE  C-117",PHOENIX,85020,6022790000,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,2/24/2005,3,97.9,100,89.1,68.4,23.7,15.8,Same As Expected
AZ,37024,SCOTTSDALE HEALTHCARE HOME HEALTH,"7301 EAST 2ND STREET, SUITE 300",SCOTTSDALE,85251,4808824222,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,11/1/1981,4,97.4,98.4,82.3,79,15,12.4,Worse Than Expected
AZ,37027,SUMMIT HEALTHCARE HOME HEALTH,"5171 CUB LAKE ROAD, SUITE 270",SHOW LOW,85901,9285376900,Non - Profit Other,TRUE,TRUE,FALSE,TRUE,TRUE,9/15/1982,3,94.1,94,76.8,67.2,9.8,16.3,Same As Expected
AZ,37030,"BAYADA HOME HEALTH CARE, INC.","2971 WILLOW CREEK ROAD, BUILDING 1, SUITE A",PRESCOTT,86301,9287595900,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,12/29/1982,3.5,91.6,99.7,76.8,80.6,17.4,22.2,Same As Expected
AZ,37036,KINDRED AT HOME,"5255 EAST WILLIAMS CIRCLE, SUITE 6400",TUCSON,85711,5207311333,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/27/1983,3.5,92.5,99.2,88.6,77.2,14.2,12.2,Same As Expected
AZ,37037,KINDRED AT HOME,"16620 NORTH 40TH STREET, SUITE D4",PHOENIX,85032,6029920709,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/21/1983,4,95.2,98.3,85.6,78.9,14.1,11.9,Better Than Expected
AZ,37042,NORTHERN ARIZONA HOME HEALTH,"203 SOUTH CANDY LANE, SUITE 5A",COTTONWOOD,86326,9286396674,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,11/30/1983,3,90.7,95.1,76.5,72.3,5.1,18.1,Better Than Expected
AZ,37047,NORTHERN ARIZONA HOME HEALTH,"107 EAST OAK AVENUE, SUITE 102A",FLAGSTAFF,86001,9287732238,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,1/26/1984,3,93.6,94.4,70.7,78.9,15.7,18.2,Same As Expected
AZ,37050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,"2202 STOCKTON HILL ROAD, SUITE 200",KINGMAN,86401,9287570630,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,4/17/1984,3,97.6,99.4,68.2,69.3,15.8,17.7,Same As Expected
AZ,37057,HAVASU REGIONAL MEDICAL CENTER HOME HEALTH,"1795 CIVIC CENTER BOULEVARD, SUITE 104",LAKE HAVASU CITY,86403,9286801209,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/1984,3,94.4,98.4,85.9,73.2,17,16.2,Same As Expected
AZ,37068,"BAYADA HOME HEALTH CARE, INC.","706 EAST BELL ROAD, SUITE 111",PHOENIX,85022,6028706364,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/6/1985,4,98.9,100,52.9,67.9,9.7,13.3,Same As Expected
AZ,37070,"DEPENDABLE HOME HEALTH, INC",1120 SOUTH SWAN ROAD,TUCSON,85711,5207213822,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/30/1985,3.5,98.4,99.6,76.2,77.4,17.4,13.8,Same As Expected
AZ,37099,LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA,"4996 EAST MEDITERRANEAN DRIVE, SUITE D",SIERRA VISTA,85635,5203356118,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,6/10/1988,2.5,70.3,91.3,76.2,77.3,17.1,15.8,Same As Expected
AZ,37101,FOUNDATION FOR SENIOR LIVING HOME HEALTH AGENCY,1201 EAST THOMAS ROAD,PHOENIX,85014,6022851800,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,6/17/1988,3,96.3,99.8,80.6,61.7,14.4,16.2,Same As Expected
AZ,37106,AMEDISYS HOME HEALTH CARE,"5045 NORTH 12TH STREET, SUITE 100",PHOENIX,85014,6022000835,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/30/1988,4,97.7,99.9,80.4,78,16.3,14,Same As Expected
AZ,37112,INTREPID USA HEALTHCARE SERVICES,"1 WEST WETMORE ROAD, SUITE 203",TUCSON,85705,2144453750,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/17/1990,3.5,98.9,97.2,78.8,72.3,15.7,12.7,Same As Expected
AZ,37114,BANNER HOME CARE - PAYSON,"708 EAST ROUTE 260, SUITE A1",PAYSON,85541,9284725245,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,8/6/1990,4,98.3,100,79.2,74.1,14.7,20.9,Same As Expected
AZ,37129,"DEPENDABLE HOME HEALTH, INC","857 WEST BELL ROAD, SUITE 7",NOGALES,85621,5207613211,Proprietary,FALSE,FALSE,FALSE,FALSE,TRUE,7/14/1992,3,93.3,87,55.2,85.9,20.6,9.9,Same As Expected
AZ,37130,"BAYADA HOME HEALTH CARE, INC","7070 NORTH ORACLE ROAD, SUITE 100",TUCSON,85704,5205442300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/24/1992,3.5,95.9,99.6,85.3,71.6,16.9,11.3,Same As Expected
AZ,37132,MD HOME HEALTH,"7310 NORTH 16TH STREET, SUITE 165",PHOENIX,85020,6022669971,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/15/1992,4,98.7,100,94.6,75.2,15.7,14.9,Same As Expected
AZ,37139,KINDRED AT HOME,"3107 CLEARWATER DRIVE, SUITE A",PRESCOTT,86305,9284452522,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/17/1992,3.5,95.8,99.4,85.5,69.1,13.6,18.5,Same As Expected
AZ,37144,"SACRED HEART HOME CARE, INC","2504 EAST RIVER ROAD, SUITE 100",TUCSON,85718,5205774630,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/29/1993,2,88,96.4,61.1,54.7,15.9,17.2,Worse Than Expected
AZ,37146,MOHAVE HOME HEALTH,"2020 SILVER CREEK ROAD, BUILDING A, SUITE 114",BULLHEAD CITY,86442,9287633184,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,5/5/1993,4,82.5,100,78.3,82.8,14.2,16.6,Same As Expected
AZ,37154,NNI HOME CARE SERVICES,"3085 NORTH WINDSONG DRIVE, SUITE A",PRESCOTT VALLEY,86314,9287728707,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/14/1994,3,94.8,99.1,78.5,74.7,13.8,16.5,Same As Expected
AZ,37237,COZY HOME HEALTH CARE,"1930 SOUTH ALMA SCHOOL ROAD, SUITE D-103",MESA,85210,6029784663,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/10/2005,2.5,97.7,95.2,95.3,30.9,13.6,17.8,Not Available
AZ,37239,HAGGAI HEALTHCARE CORP,"4531 NORTH 16TH STREET, SUITE 102",PHOENIX,85016,6029435963,Proprietary,TRUE,TRUE,FALSE,TRUE,FALSE,1/26/2006,5,99.7,100,99.5,100,,,Not Available
AZ,37179,COPPER VALLEY HOME HEALTH,101 COLE AVENUE,BISBEE,85603,5204327450,Non - Profit Other,TRUE,TRUE,FALSE,TRUE,TRUE,4/21/1994,2.5,75.6,100,80.8,75,2.7,22.5,Worse Than Expected
AZ,37185,"BAYADA HOME HEALTH CARE, INC.","18001 NORTH 79TH AVENUE, SUITE A-3",GLENDALE,85308,6239795266,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/7/1996,3.5,94,98.9,83.8,70.6,14.2,16.2,Same As Expected
AZ,37188,NIGHTINGALE HOMECARE,"2411 WEST ROSE GARDEN LANE, SUITE 110",PHOENIX,85027,6025041555,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/4/1996,4.5,96.1,100,88.9,81.2,13.6,13.2,Same As Expected
AZ,37192,AMEDISYS HOME HEALTH,"1380 SOUTH CASTLE DOME AVENUE, SUITE 107",YUMA,85365,9283411300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/1996,4,97.1,99.1,74.9,78.1,16.4,11.1,Worse Than Expected
AZ,37199,ARIZONA HOME CARE,1626 SOUTH EDWARD DRIVE,TEMPE,85281,6022525000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/28/1996,3,94.5,99.9,80.2,75.1,18,12.9,Worse Than Expected
AZ,37202,THEMA HEALTH SERVICES,"1500 EAST BETHANY HOME ROAD, SUITE 250",PHOENIX,85014,6028884400,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/15/1996,4,94.2,99.4,85.6,74.1,16.6,11,Same As Expected
AZ,37261,CARE PARTNERS HEALTH SERVICES INC,"14122 WEST MCDOWELL ROAD, SUITE 203",GOODYEAR,85395,6235359607,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/5/2009,3,94.5,95.2,81.8,53.6,16.6,9.4,Same As Expected
AZ,37212,HEALTH AT HOME,"2421 EAST SOUTHERN AVENUE, SUITE 8",TEMPE,85282,4804139087,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/25/1997,3,95.7,93.9,85.9,75.6,16.9,16.5,Same As Expected
AZ,37213,"BAYADA HOME HEALTH CARE, INC","6367 EAST TANQUE VERDE ROAD, SUITE 150",TUCSON,85715,5207218800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/24/1998,3.5,95.5,99.4,87.4,74.4,16.4,12.9,Same As Expected
AZ,37215,AT HOME HEALTHCARE,"1550 EAST MISSOURI AVENUE, SUITE 102",PHOENIX,85014,3372331307,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/2/1998,4,98.4,99.6,91.1,79,20.4,11.1,Same As Expected
AZ,37216,PROFESSIONAL HOME CARE SERVICES,"7600 NORTH 16TH STREET, SUITE 140",PHOENIX,85020,6022635000,Proprietary,FALSE,FALSE,FALSE,TRUE,TRUE,8/27/2001,2,92.9,98.8,77.8,52.2,,,Not Available
AZ,37217,ANGELS CARE HOME HEALTH OF ARIZONA,301 SOUTH WILLARD,COTTONWOOD,86326,9286498890,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/5/2002,3,89.5,99.2,75.6,69,12.1,19.3,Same As Expected
AZ,37220,ASSISTED HEALTHCARE SERVICES,"8165 EAST INDIAN BEND ROAD,  SUITE 101",SCOTTSDALE,85250,4808602345,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/22/2003,3,96.8,95,82.1,73.3,14.6,11,Same As Expected
AZ,37221,AT HOME HEALTHCARE,"2980 NORTH CAMPBELL AVENUE, SUITE 170",TUCSON,85719,5204982288,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,1/28/2003,5,99.4,100,85.2,86.1,15.5,11.3,Same As Expected
AZ,37257,CELEBRITY HOME HEALTH & HOSPICE,1801 SOUTH JENTILLY LANE  SUITE A-10,TEMPE,85281,4809668888,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/27/2008,3,91,98.7,75.4,68.4,,,Same As Expected
AZ,37258,BROOKDALE HOME HEALTH,"3150 SOUTH 48TH STREET, SUITE 100",PHOENIX,85040,6022739222,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/30/2008,4,94.1,96.6,86.3,79.8,13.8,15.2,Same As Expected
AZ,37260,AHC HOME HEALTH OF ARIZONA LLC,5755 EAST MAIN STREET,MESA,85205,4802142448,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/16/2008,3.5,97.7,97.8,86.5,71.6,14.8,12.7,Same As Expected
AZ,37243,MGA HOME HEALTHCARE-PHOENIX,"3131 EAST CAMELBACK ROAD, SUITE 200",PHOENIX,85016,6025081883,Proprietary,FALSE,FALSE,FALSE,FALSE,TRUE,5/8/2006,1,71.7,82.9,56,,,,Not Available
AZ,37244,"KC'S HOME HEALTH CARE, LLC","20612 NORTH CAVE CREEK ROAD, SUITE F151",PHOENIX,85024,6022834089,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/2006,4,96,99.8,83.6,75.3,14.6,13.7,Same As Expected
